DEMAND,Time (HH:MM),Pressure before leakage,Pressure at leakage,Pressure after leakage,Flow before leakage,Flow after leakage,DEMAND AT LEAKAGE,Label
0.3,0:00,1074.6200,1030.8600,987.0900,1.1300,1.1300,0.0000,No leakage
0.3,0:00,1060.7000,993.1000,950.5200,1.4300,1.1100,0.32,Leakage
0.3,0:00,1051.8900,956.9100,915.49,1.7100,1.0900,0.6200,Leakage
0.3,0:00,1029.34,666.4100,634.43,3.5300,0.9500,2.5800,Leakage
0.3,0:00,1023.88,394.0300,371.48,4.7600,0.7900,3.9700,Leakage
0.3,0:00,1021.4200,159.0000,145.6300,5.6400,0.5900,5.0400,Theft
0.3,0:00,1021.0400,110.8700,99.68,5.8000,0.5400,5.26,Theft
0.3,0:10,1074.6100,1030.8500,987.0900,1.1300,1.1300,0.0000,No leakage
0.3,0:10,1060.7000,993.0900,950.5200,1.4300,1.1100,0.32,Leakage
0.3,0:10,1051.8800,956.9000,915.48,1.7100,1.0900,0.6200,Leakage
0.3,0:10,1029.33,666.4000,634.42,3.5300,0.9500,2.5800,Leakage
0.3,0:10,1023.87,394.0300,371.48,4.7600,0.7900,3.9700,Leakage
0.3,0:10,1021.4100,159.0000,145.6200,5.6400,0.5900,5.0400,Theft
0.3,0:10,1021.0300,110.8700,99.68,5.8000,0.5400,5.26,Theft
0.3,0:20,1074.6100,1030.8400,987.0800,1.1300,1.1300,0.0000,No leakage
0.3,0:20,1060.6900,993.0800,950.5100,1.4300,1.1100,0.32,Leakage
0.3,0:20,1051.8700,956.9000,915.47,1.7100,1.0900,0.6200,Leakage
0.3,0:20,1029.32,666.4000,634.42,3.5300,0.9500,2.5800,Leakage
0.3,0:20,1023.86,394.0300,371.48,4.7600,0.7900,3.9700,Leakage
0.3,0:20,1021.4000,159.0000,145.6200,5.6400,0.5900,5.0400,Theft
0.3,0:20,1021.0200,110.8700,99.68,5.8000,0.5400,5.26,Theft
0.2,0:30,1080.5300,1043.1300,1005.7200,1.0400,1.0400,0.0000,No leakage
0.2,0:30,1064.2800,1004.3800,968.1000,1.3400,1.0200,0.32,Leakage
0.2,0:30,1054.2900,968.1800,932.96,1.6200,1.0000,0.6200,Leakage
0.2,0:30,1029.77,679.1800,652.57,3.4700,0.8600,2.6100,Leakage
0.2,0:30,1024.04,403.9800,385.95,4.7200,0.7000,4.0200,Leakage
0.2,0:30,1021.4900,163.7400,153.9100,5.6200,0.5000,5.1200,Theft
0.2,0:30,1021.0900,114.2600,106.33,5.7900,0.4500,5.34,Theft
0.2,0:40,1080.5300,1043.1200,1005.7100,1.0400,1.0400,0.0000,No leakage
0.2,0:40,1064.2800,1004.3700,968.1000,1.3400,1.0200,0.32,Leakage
0.2,0:40,1054.2900,968.1700,932.95,1.6200,1.0000,0.6200,Leakage
0.2,0:40,1029.76,679.1700,652.57,3.4700,0.8600,2.6100,Leakage
0.2,0:40,1024.03,403.9700,385.95,4.7200,0.7000,4.0200,Leakage
0.2,0:40,1021.4800,163.7300,153.9100,5.6200,0.5000,5.1200,Theft
0.2,0:40,1021.0900,114.2600,106.33,5.7900,0.4500,5.34,Theft
0.2,0:50,1080.5200,1043.1100,1005.7100,1.0400,1.0400,0.0000,No leakage
0.2,0:50,1064.2700,1004.3700,968.0900,1.3400,1.0200,0.32,Leakage
0.2,0:50,1054.2800,968.1600,932.95,1.6200,1.0000,0.6200,Leakage
0.2,0:50,1029.76,679.1700,652.56,3.4700,0.8600,2.6100,Leakage
0.2,0:50,1024.03,403.9700,385.95,4.7200,0.7000,4.0200,Leakage
0.2,0:50,1021.4700,163.7300,153.9100,5.6200,0.5000,5.1200,Theft
0.2,0:50,1021.0800,114.2600,106.33,5.7900,0.4500,5.34,Theft
0.4,1:00,1069.5300,1018.9700,968.4000,1.2200,1.2200,0.0000,No leakage
0.4,1:00,1057.4900,981.7800,932.4800,1.5200,1.2000,0.31,Leakage
0.4,1:00,1049.6600,945.4700,897.41,1.8000,1.1900,0.6100,Leakage
0.4,1:00,1028.86,653.5500,615.78,3.6000,1.0400,2.5600,Leakage
0.4,1:00,1023.65,384.1500,356.64,4.8000,0.8800,3.9200,Leakage
0.4,1:00,1021.2800,154.3400,136.9600,5.6500,0.6800,4.9700,Theft
0.4,1:00,1020.9200,107.5400,92.62,5.8200,0.6300,5.19,Theft
0.4,1:10,1069.5300,1018.9600,968.3900,1.2200,1.2200,0.0000,No leakage
0.4,1:10,1057.4800,981.7800,932.4700,1.5200,1.2000,0.31,Leakage
0.4,1:10,1049.6500,945.4700,897.4,1.8000,1.1900,0.6100,Leakage
0.4,1:10,1028.86,653.5500,615.77,3.6000,1.0400,2.5600,Leakage
0.4,1:10,1023.65,384.1500,356.63,4.8000,0.8800,3.9200,Leakage
0.4,1:10,1021.2800,154.3400,136.9600,5.6500,0.6800,4.9700,Theft
0.4,1:10,1020.9100,107.5400,92.62,5.8200,0.6300,5.19,Theft
0.4,1:20,1069.5200,1018.9500,968.3900,1.2200,1.2200,0.0000,No leakage
0.4,1:20,1057.4800,981.7700,932.4700,1.5200,1.2000,0.31,Leakage
0.4,1:20,1049.6400,945.4600,897.4,1.8000,1.1900,0.6100,Leakage
0.4,1:20,1028.85,653.5400,615.77,3.6000,1.0400,2.5600,Leakage
0.4,1:20,1023.64,384.1400,356.63,4.8000,0.8800,3.9200,Leakage
0.4,1:20,1021.2700,154.3400,136.9600,5.6500,0.6800,4.9700,Theft
0.4,1:20,1020.9000,107.5400,92.62,5.8200,0.6300,5.19,Theft
0.3,1:30,1074.5600,1030.8000,987.0300,1.1300,1.1300,0.0000,No leakage
0.3,1:30,1060.6400,993.0400,950.4700,1.4300,1.1100,0.32,Leakage
0.3,1:30,1051.8200,956.8500,915.43,1.7100,1.0900,0.6200,Leakage
0.3,1:30,1029.27,666.3600,634.39,3.5300,0.9500,2.5800,Leakage
0.3,1:30,1023.81,394.0100,371.46,4.7600,0.7900,3.9700,Leakage
0.3,1:30,1021.3500,158.9900,145.6200,5.6400,0.5900,5.0400,Theft
0.3,1:30,1020.9700,110.8600,99.67,5.8000,0.5400,5.26,Theft
0.3,1:40,1074.5500,1030.7900,987.0300,1.1300,1.1300,0.0000,No leakage
0.3,1:40,1060.6300,993.0300,950.4600,1.4300,1.1100,0.32,Leakage
0.3,1:40,1051.8100,956.8400,915.42,1.7100,1.0900,0.6200,Leakage
0.3,1:40,1029.27,666.3600,634.38,3.5300,0.9500,2.5800,Leakage
0.3,1:40,1023.8,394.0000,371.45,4.7600,0.7900,3.9700,Leakage
0.3,1:40,1021.3400,158.9900,145.6100,5.6400,0.5900,5.0400,Theft
0.3,1:40,1020.9600,110.8600,99.67,5.8000,0.5400,5.26,Theft
0.3,1:50,1074.5400,1030.7800,987.0200,1.1300,1.1300,0.0000,No leakage
0.3,1:50,1060.6200,993.0200,950.4500,1.4300,1.1100,0.32,Leakage
0.3,1:50,1051.8100,956.8400,915.42,1.7100,1.0900,0.6200,Leakage
0.3,1:50,1029.26,666.3500,634.38,3.5300,0.9500,2.5800,Leakage
0.3,1:50,1023.8,394.0000,371.45,4.7600,0.7900,3.9700,Leakage
0.3,1:50,1021.3400,158.9900,145.6100,5.6400,0.5900,5.0400,Theft
0.3,1:50,1020.9600,110.8600,99.67,5.8000,0.5400,5.26,Theft
0.5,2:00,1065.1500,1007.3400,949.5400,1.3100,1.3100,0.0000,No leakage
0.5,2:00,1054.6400,970.4400,913.9800,1.6100,1.2900,0.31,Leakage
0.5,2:00,1047.6400,933.9000,878.77,1.8900,1.2800,0.6100,Leakage
0.5,2:00,1028.41,640.6700,596.68,3.6600,1.1300,2.5300,Leakage
0.5,2:00,1023.43,374.3600,341.46,4.8400,0.9700,3.8700,Leakage
0.5,2:00,1021.1500,149.7700,127.9400,5.6700,0.7700,4.9000,Theft
0.5,2:00,1020.8000,104.2900,85.2,5.8300,0.7200,5.11,Theft
0.5,2:10,1065.1500,1007.3400,949.5300,1.3100,1.3100,0.0000,No leakage
0.5,2:10,1054.6300,970.4300,913.9700,1.6100,1.2900,0.31,Leakage
0.5,2:10,1047.6300,933.8900,878.77,1.8900,1.2800,0.6100,Leakage
0.5,2:10,1028.4,640.6600,596.68,3.6600,1.1300,2.5300,Leakage
0.5,2:10,1023.43,374.3600,341.46,4.8400,0.9700,3.8700,Leakage
0.5,2:10,1021.1500,149.7700,127.9400,5.6700,0.7700,4.9000,Theft
0.5,2:10,1020.7900,104.2900,85.2,5.8300,0.7200,5.11,Theft
0.5,2:20,1065.1400,1007.3300,949.5200,1.3100,1.3100,0.0000,No leakage
0.5,2:20,1054.6200,970.4300,913.9600,1.6100,1.2900,0.31,Leakage
0.5,2:20,1047.6200,933.8900,878.76,1.8900,1.2800,0.6100,Leakage
0.5,2:20,1028.39,640.6600,596.68,3.6600,1.1300,2.5300,Leakage
0.5,2:20,1023.42,374.3500,341.46,4.8400,0.9700,3.8700,Leakage
0.5,2:20,1021.1400,149.7700,127.9400,5.6700,0.7700,4.9000,Theft
0.5,2:20,1020.7800,104.2900,85.2,5.8300,0.7200,5.11,Theft
0.8,2:30,1055.1400,973.1000,891.0500,1.5800,1.5800,0.0000,No leakage
0.8,2:30,1047.8300,935.9200,855.5000,1.8700,1.5700,0.31,Leakage
0.8,2:30,1042.6800,898.3100,819.56,2.1500,1.5500,0.6000,Leakage
0.8,2:30,1027.25,601.9500,536.98,3.8500,1.4000,2.4500,Leakage
0.8,2:30,1022.92,345.6200,294.18,4.9500,1.2300,3.7200,Leakage
0.8,2:30,1020.8900,136.6400,99.0200,5.7100,1.0400,4.6800,Theft
0.8,2:30,1020.5700,95.0000,60.99,5.8600,0.9800,4.87,Theft
0.8,2:40,1055.1300,973.0900,891.0500,1.5800,1.5800,0.0000,No leakage
0.8,2:40,1047.8200,935.9100,855.5000,1.8700,1.5700,0.31,Leakage
0.8,2:40,1042.6700,898.3000,819.55,2.1500,1.5500,0.6000,Leakage
0.8,2:40,1027.24,601.9500,536.98,3.8500,1.4000,2.4500,Leakage
0.8,2:40,1022.91,345.6200,294.17,4.9500,1.2300,3.7200,Leakage
0.8,2:40,1020.8800,136.6400,99.0200,5.7100,1.0400,4.6800,Theft
0.8,2:40,1020.5600,95.0000,60.99,5.8600,0.9800,4.87,Theft
0.8,2:50,1055.1200,973.0800,891.0400,1.5800,1.5800,0.0000,No leakage
0.8,2:50,1047.8100,935.9000,855.4900,1.8700,1.5700,0.31,Leakage
0.8,2:50,1042.6700,898.3000,819.54,2.1500,1.5500,0.6000,Leakage
0.8,2:50,1027.23,601.9400,536.97,3.8500,1.4000,2.4500,Leakage
0.8,2:50,1022.91,345.6200,294.17,4.9500,1.2300,3.7200,Leakage
0.8,2:50,1020.8800,136.6400,99.0200,5.7100,1.0400,4.6800,Theft
0.8,2:50,1020.5600,95.0000,60.99,5.8600,0.9800,4.87,Theft
1.1,3:00,1048.0900,938.2900,828.4800,1.8500,1.8500,0.0000,No leakage
1.1,3:00,1042.7500,900.0000,792.1600,2.1300,1.8300,0.3,Leakage
1.1,3:00,1038.8300,861.1000,755.28,2.4000,1.8200,0.5900,Leakage
1.1,3:00,1026.23,563.1900,473.92,4.0300,1.6600,2.3700,Leakage
1.1,3:00,1022.46,317.8600,244.56,5.0600,1.4900,3.5700,Leakage
1.1,3:00,1020.6500,124.4100,67.8500,5.7600,1.2900,4.4600,Theft
1.1,3:00,1020.3600,86.5000,34.64,5.8900,1.2400,4.65,Theft
1.1,3:10,1048.0900,938.2800,828.4800,1.8500,1.8500,0.0000,No leakage
1.1,3:10,1042.7400,899.9900,792.1600,2.1300,1.8300,0.3,Leakage
1.1,3:10,1038.8200,861.0900,755.28,2.4000,1.8200,0.5900,Leakage
1.1,3:10,1026.22,563.1900,473.92,4.0300,1.6600,2.3700,Leakage
1.1,3:10,1022.45,317.8600,244.56,5.0600,1.4900,3.5700,Leakage
1.1,3:10,1020.6400,124.4100,67.8600,5.7600,1.2900,4.4600,Theft
1.1,3:10,1020.3600,86.5000,34.65,5.8900,1.2400,4.65,Theft
1.1,3:20,1048.0800,938.2700,828.4700,1.8500,1.8500,0.0000,No leakage
1.1,3:20,1042.7300,899.9900,792.1500,2.1300,1.8300,0.3,Leakage
1.1,3:20,1038.8100,861.0800,755.27,2.4000,1.8200,0.5900,Leakage
1.1,3:20,1026.21,563.1800,473.91,4.0300,1.6600,2.3700,Leakage
1.1,3:20,1022.44,317.8600,244.56,5.0600,1.4900,3.5700,Leakage
1.1,3:20,1020.6300,124.4100,67.8600,5.7600,1.2900,4.4600,Theft
1.1,3:20,1020.3500,86.5000,34.65,5.8900,1.2400,4.65,Theft
1.4,3:30,1042.8700,902.0600,761.2400,2.1200,2.1200,0.0000,No leakage
1.4,3:30,1038.8200,862.3800,723.9200,2.3900,2.1000,0.29,Leakage
1.4,3:30,1035.7500,822.2000,686.17,2.6500,2.0800,0.5700,Leakage
1.4,3:30,1025.33,524.5900,408.02,4.2000,1.9100,2.2900,Leakage
1.4,3:30,1022.03,291.2200,193.17,5.1600,1.7400,3.4100,Leakage
1.4,3:30,1020.4300,113.2600,35.5400,5.7900,1.5400,4.2600,Theft
1.4,3:30,1020.1800,79.1300,8.28,5.9100,1.4600,4.45,Theft
1.4,3:40,1042.8700,902.0500,761.2300,2.1200,2.1200,0.0000,No leakage
1.4,3:40,1038.8100,862.3700,723.9100,2.3900,2.1000,0.29,Leakage
1.4,3:40,1035.7400,822.1900,686.16,2.6500,2.0800,0.5700,Leakage
1.4,3:40,1025.32,524.5800,408.02,4.2000,1.9100,2.2900,Leakage
1.4,3:40,1022.03,291.2200,193.17,5.1600,1.7400,3.4100,Leakage
1.4,3:40,1020.4200,113.2600,35.5400,5.7900,1.5400,4.2600,Theft
1.4,3:40,1020.1700,79.1300,8.28,5.9100,1.4600,4.45,Theft
1.4,3:50,1042.8600,902.0400,761.2200,2.1200,2.1200,0.0000,No leakage
1.4,3:50,1038.8000,862.3600,723.9100,2.3900,2.1000,0.29,Leakage
1.4,3:50,1035.7300,822.1900,686.16,2.6500,2.0800,0.5700,Leakage
1.4,3:50,1025.31,524.5800,408.01,4.2000,1.9100,2.2900,Leakage
1.4,3:50,1022.02,291.2200,193.17,5.1600,1.7400,3.4100,Leakage
1.4,3:50,1020.4100,113.2600,35.5400,5.7900,1.5400,4.2600,Theft
1.4,3:50,1020.1600,79.1300,8.28,5.9100,1.4600,4.45,Theft
1.4,4:00,1042.8500,902.0300,761.2200,2.1200,2.1200,0.0000,No leakage
1.4,4:00,1038.7900,862.3600,723.9000,2.3900,2.1000,0.29,Leakage
1.4,4:00,1035.7200,822.1800,686.15,2.6500,2.0800,0.5700,Leakage
1.4,4:00,1025.3,524.5700,408.01,4.2000,1.9100,2.2900,Leakage
1.4,4:00,1022.01,291.2100,193.16,5.1600,1.7400,3.4100,Leakage
1.4,4:00,1020.4100,113.2600,35.5300,5.7900,1.5400,4.2600,Theft
1.4,4:00,1020.1500,79.1300,8.28,5.9100,1.4600,4.45,Theft
1.4,4:10,1042.8400,902.0200,761.2100,2.1200,2.1200,0.0000,No leakage
1.4,4:10,1038.7800,862.3500,723.8900,2.3900,2.1000,0.29,Leakage
1.4,4:10,1035.7200,822.1700,686.14,2.6500,2.0800,0.5700,Leakage
1.4,4:10,1025.29,524.5700,408,4.2000,1.9100,2.2900,Leakage
1.4,4:10,1022,291.2100,193.16,5.1600,1.7400,3.4100,Leakage
1.4,4:10,1020.4000,113.2500,35.5300,5.7900,1.5400,4.2600,Theft
1.4,4:10,1020.1400,79.1300,8.28,5.9100,1.4600,4.45,Theft
1.4,4:20,1042.8300,902.0200,761.2000,2.1200,2.1200,0.0000,No leakage
1.4,4:20,1038.7800,862.3400,723.8800,2.3900,2.1000,0.29,Leakage
1.4,4:20,1035.7100,822.1600,686.14,2.6500,2.0800,0.5700,Leakage
1.4,4:20,1025.28,524.5600,408,4.2000,1.9100,2.2900,Leakage
1.4,4:20,1021.99,291.2100,193.16,5.1600,1.7400,3.4100,Leakage
1.4,4:20,1020.3900,113.2500,35.5300,5.7900,1.5400,4.2600,Theft
1.4,4:20,1020.1400,79.1300,8.28,5.9100,1.4600,4.45,Theft
1.2,4:30,1046.1200,926.3300,806.5400,1.9400,1.9400,0.0000,No leakage
1.2,4:30,1041.2600,887.5900,769.9000,2.2200,1.9200,0.3,Leakage
1.2,4:30,1037.6600,848.2600,732.71,2.4900,1.9000,0.5800,Leakage
1.2,4:30,1025.85,550.2500,452.21,4.0900,1.7400,2.3500,Leakage
1.2,4:30,1022.24,308.8300,227.58,5.0900,1.5700,3.5100,Leakage
1.2,4:30,1020.5100,120.5500,57.1200,5.7700,1.3800,4.3900,Theft
1.2,4:30,1020.2300,83.8500,25.61,5.8900,1.3200,4.58,Theft
1.2,4:40,1046.1100,926.3200,806.5300,1.9400,1.9400,0.0000,No leakage
1.2,4:40,1041.2600,887.5900,769.8900,2.2200,1.9200,0.3,Leakage
1.2,4:40,1037.6500,848.2500,732.71,2.4900,1.9000,0.5800,Leakage
1.2,4:40,1025.84,550.2500,452.2,4.0900,1.7400,2.3500,Leakage
1.2,4:40,1022.24,308.8200,227.58,5.0900,1.5700,3.5100,Leakage
1.2,4:40,1020.5000,120.5500,57.1300,5.7700,1.3800,4.3900,Theft
1.2,4:40,1020.2200,83.8700,25.66,5.8900,1.3200,4.58,Theft
1.2,4:50,1046.1100,926.3200,806.5300,1.9400,1.9400,0.0000,No leakage
1.2,4:50,1041.2500,887.5800,769.8800,2.2200,1.9200,0.3,Leakage
1.2,4:50,1037.6400,848.2400,732.7,2.4900,1.9000,0.5800,Leakage
1.2,4:50,1025.83,550.2400,452.2,4.0900,1.7400,2.3500,Leakage
1.2,4:50,1022.23,308.8200,227.57,5.0900,1.5700,3.5100,Leakage
1.2,4:50,1020.4900,120.5500,57.1300,5.7700,1.3800,4.3900,Theft
1.2,4:50,1020.2200,83.8700,25.66,5.8900,1.3200,4.58,Theft
1.1,5:00,1047.9900,938.1900,828.4000,1.8500,1.8500,0.0000,No leakage
1.1,5:00,1042.6500,899.9100,792.0800,2.1300,1.8300,0.3,Leakage
1.1,5:00,1038.7300,861.0100,755.2,2.4000,1.8200,0.5900,Leakage
1.1,5:00,1026.13,563.1300,473.87,4.0300,1.6600,2.3700,Leakage
1.1,5:00,1022.36,317.8300,244.53,5.0600,1.4900,3.5700,Leakage
1.1,5:00,1020.5500,124.4000,67.8500,5.7600,1.2900,4.4600,Theft
1.1,5:00,1020.2600,86.4900,34.64,5.8900,1.2400,4.65,Theft
1.1,5:10,1047.9900,938.1900,828.3900,1.8500,1.8500,0.0000,No leakage
1.1,5:10,1042.6400,899.9000,792.0700,2.1300,1.8300,0.3,Leakage
1.1,5:10,1038.7200,861.0000,755.19,2.4000,1.8200,0.5900,Leakage
1.1,5:10,1026.12,563.1200,473.86,4.0300,1.6600,2.3700,Leakage
1.1,5:10,1022.35,317.8200,244.53,5.0600,1.4900,3.5700,Leakage
1.1,5:10,1020.5400,124.4000,67.8500,5.7600,1.2900,4.4600,Theft
1.1,5:10,1020.2600,86.4900,34.64,5.8900,1.2400,4.65,Theft
1.1,5:20,1047.9800,938.1800,828.3800,1.8500,1.8500,0.0000,No leakage
1.1,5:20,1042.6300,899.8900,792.0600,2.1300,1.8300,0.3,Leakage
1.1,5:20,1038.7100,860.9900,755.19,2.4000,1.8200,0.5900,Leakage
1.1,5:20,1026.11,563.1200,473.86,4.0300,1.6600,2.3700,Leakage
1.1,5:20,1022.34,317.8200,244.53,5.0500,1.4900,3.5700,Leakage
1.1,5:20,1020.5300,124.4000,67.8400,5.7600,1.2900,4.4600,Theft
1.1,5:20,1020.2500,86.4900,34.64,5.8900,1.2400,4.65,Theft
1.1,5:30,1047.9700,938.1700,828.3700,1.8500,1.8500,0.0000,No leakage
1.1,5:30,1042.6200,899.8900,792.0600,2.1300,1.8300,0.3,Leakage
1.1,5:30,1038.7000,860.9900,755.18,2.4000,1.8200,0.5900,Leakage
1.1,5:30,1026.11,563.1100,473.85,4.0300,1.6600,2.3700,Leakage
1.1,5:30,1022.33,317.8200,244.52,5.0500,1.4900,3.5700,Leakage
1.1,5:30,1020.5200,124.4000,67.8400,5.7600,1.2900,4.4600,Theft
1.1,5:30,1020.2400,86.4900,34.64,5.8900,1.2400,4.65,Theft
1.1,5:40,1047.9600,938.1600,828.3700,1.8500,1.8500,0.0000,No leakage
1.1,5:40,1042.6200,899.8800,792.0500,2.1300,1.8300,0.3,Leakage
1.1,5:40,1038.6900,860.9800,755.17,2.4000,1.8200,0.5900,Leakage
1.1,5:40,1026.1,563.1100,473.85,4.0300,1.6600,2.3700,Leakage
1.1,5:40,1022.32,317.8100,244.52,5.0500,1.4900,3.5700,Leakage
1.1,5:40,1020.5200,124.3900,67.8400,5.7600,1.2900,4.4600,Theft
1.1,5:40,1020.2300,86.4900,34.64,5.8900,1.2400,4.65,Theft
1.1,5:50,1047.9500,938.1600,828.3600,1.8500,1.8500,0.0000,No leakage
1.1,5:50,1042.6100,899.8700,792.0400,2.1300,1.8300,0.3,Leakage
1.1,5:50,1038.6900,860.9700,755.17,2.4000,1.8200,0.5900,Leakage
1.1,5:50,1026.09,563.1000,473.84,4.0300,1.6600,2.3700,Leakage
1.1,5:50,1022.32,317.8100,244.52,5.0500,1.4900,3.5700,Leakage
1.1,5:50,1020.5100,124.3900,67.8400,5.7600,1.2900,4.4600,Theft
1.1,5:50,1020.2200,86.4900,34.64,5.8900,1.2400,4.65,Theft
1.3,6:00,1044.3200,914.2000,784.0700,2.0300,2.0300,0.0000,No leakage
1.3,6:00,1039.8900,874.9900,747.0900,2.3100,2.0100,0.3,Leakage
1.3,6:00,1036.5700,835.2300,709.62,2.5700,1.9900,0.5800,Leakage
1.3,6:00,1025.48,537.3400,430.2,4.1500,1.8300,2.3200,Leakage
1.3,6:00,1022.04,299.9200,210.42,5.1200,1.6600,3.4600,Leakage
1.3,6:00,1020.3700,116.8200,46.3200,5.7800,1.4600,4.3200,Theft
1.3,6:00,1020.1000,81.3800,16.76,5.9000,1.3900,4.51,Theft
1.3,6:10,1044.3200,914.1900,784.0600,2.0300,2.0300,0.0000,No leakage
1.3,6:10,1039.8800,874.9900,747.0800,2.3100,2.0100,0.3,Leakage
1.3,6:10,1036.5600,835.2300,709.61,2.5700,1.9900,0.5800,Leakage
1.3,6:10,1025.47,537.3400,430.19,4.1500,1.8300,2.3200,Leakage
1.3,6:10,1022.03,299.9200,210.42,5.1200,1.6600,3.4600,Leakage
1.3,6:10,1020.3600,116.8200,46.3200,5.7800,1.4600,4.3200,Theft
1.3,6:10,1020.1000,81.3900,16.77,5.9000,1.3900,4.51,Theft
1.3,6:20,1044.3100,914.1800,784.0500,2.0300,2.0300,0.0000,No leakage
1.3,6:20,1039.8700,874.9800,747.0800,2.3100,2.0100,0.3,Leakage
1.3,6:20,1036.5500,835.2200,709.6,2.5700,1.9900,0.5800,Leakage
1.3,6:20,1025.47,537.3300,430.19,4.1500,1.8300,2.3200,Leakage
1.3,6:20,1022.02,299.9100,210.41,5.1200,1.6600,3.4600,Leakage
1.3,6:20,1020.3500,116.8200,46.3200,5.7800,1.4600,4.3200,Theft
1.3,6:20,1020.0900,81.3900,16.77,5.9000,1.3900,4.51,Theft
1.2,6:30,1046.0200,926.2400,806.4500,1.9400,1.9400,0.0000,No leakage
1.2,6:30,1041.1600,887.5000,769.8100,2.2200,1.9200,0.3,Leakage
1.2,6:30,1037.5600,848.1700,732.63,2.4900,1.9000,0.5800,Leakage
1.2,6:30,1025.75,550.1900,452.15,4.0900,1.7400,2.3500,Leakage
1.2,6:30,1022.14,308.7900,227.55,5.0900,1.5700,3.5100,Leakage
1.2,6:30,1020.4100,120.5400,57.1200,5.7700,1.3800,4.3900,Theft
1.2,6:30,1020.1300,83.8600,25.65,5.8900,1.3200,4.58,Theft
1.2,6:40,1046.0100,926.2300,806.4400,1.9400,1.9400,0.0000,No leakage
1.2,6:40,1041.1600,887.5000,769.8000,2.2200,1.9200,0.3,Leakage
1.2,6:40,1037.5500,848.1600,732.62,2.4900,1.9000,0.5800,Leakage
1.2,6:40,1025.74,550.1900,452.15,4.0900,1.7400,2.3500,Leakage
1.2,6:40,1022.14,308.7900,227.55,5.0900,1.5700,3.5100,Leakage
1.2,6:40,1020.4000,120.5400,57.1200,5.7700,1.3800,4.3900,Theft
1.2,6:40,1020.1200,83.8600,25.65,5.8900,1.3200,4.58,Theft
1.2,6:50,1046.0100,926.2200,806.4400,1.9400,1.9400,0.0000,No leakage
1.2,6:50,1041.1500,887.4900,769.8000,2.2200,1.9200,0.3,Leakage
1.2,6:50,1037.5400,848.1500,732.62,2.4900,1.9000,0.5800,Leakage
1.2,6:50,1025.73,550.1800,452.14,4.0900,1.7400,2.3500,Leakage
1.2,6:50,1022.13,308.7800,227.54,5.0900,1.5700,3.5100,Leakage
1.2,6:50,1020.3900,120.5400,57.1100,5.7700,1.3800,4.3900,Theft
1.2,6:50,1020.1200,83.8600,25.65,5.8900,1.3200,4.58,Theft
1.1,7:00,1047.8900,938.1000,828.3100,1.8500,1.8500,0.0000,No leakage
1.1,7:00,1042.5500,899.8200,791.9900,2.1300,1.8300,0.3,Leakage
1.1,7:00,1038.6300,860.9200,755.12,2.4000,1.8200,0.5900,Leakage
1.1,7:00,1026.03,563.0700,473.81,4.0300,1.6600,2.3700,Leakage
1.1,7:00,1022.26,317.7900,244.5,5.0500,1.4900,3.5700,Leakage
1.1,7:00,1020.4500,124.3800,67.8300,5.7600,1.2900,4.4600,Theft
1.1,7:00,1020.1600,86.4800,34.64,5.8900,1.2400,4.65,Theft
1.1,7:10,1047.8900,938.0900,828.3000,1.8500,1.8500,0.0000,No leakage
1.1,7:10,1042.5400,899.8100,791.9800,2.1300,1.8300,0.3,Leakage
1.1,7:10,1038.6200,860.9100,755.11,2.4000,1.8200,0.5900,Leakage
1.1,7:10,1026.02,563.0600,473.8,4.0300,1.6600,2.3700,Leakage
1.1,7:10,1022.25,317.7900,244.5,5.0500,1.4900,3.5700,Leakage
1.1,7:10,1020.4400,124.3800,67.8300,5.7600,1.2900,4.4600,Theft
1.1,7:10,1020.1600,86.4800,34.64,5.8900,1.2400,4.65,Theft
1.1,7:20,1047.8800,938.0900,828.2900,1.8500,1.8500,0.0000,No leakage
1.1,7:20,1042.5300,899.8000,791.9800,2.1300,1.8300,0.3,Leakage
1.1,7:20,1038.6100,860.9000,755.1,2.4000,1.8200,0.5900,Leakage
1.1,7:20,1026.01,563.0600,473.8,4.0300,1.6600,2.3700,Leakage
1.1,7:20,1022.24,317.7800,244.49,5.0500,1.4900,3.5700,Leakage
1.1,7:20,1020.4300,124.3800,67.8300,5.7600,1.2900,4.4600,Theft
1.1,7:20,1020.1500,86.4800,34.64,5.8900,1.2400,4.65,Theft
1.1,7:30,1047.8700,938.0800,828.2900,1.8500,1.8500,0.0000,No leakage
1.1,7:30,1042.5200,899.7900,791.9700,2.1300,1.8300,0.3,Leakage
1.1,7:30,1038.6000,860.9000,755.1,2.4000,1.8200,0.5900,Leakage
1.1,7:30,1026.01,563.0500,473.79,4.0300,1.6600,2.3700,Leakage
1.1,7:30,1022.23,317.7800,244.49,5.0500,1.4900,3.5700,Leakage
1.1,7:30,1020.4200,124.3800,67.8300,5.7600,1.2900,4.4600,Theft
1.1,7:30,1020.1400,86.4800,34.63,5.8900,1.2400,4.65,Theft
1.1,7:40,1047.8600,938.0700,828.2800,1.8500,1.8500,0.0000,No leakage
1.1,7:40,1042.5200,899.7900,791.9600,2.1300,1.8300,0.3,Leakage
1.1,7:40,1038.6000,860.8900,755.09,2.4000,1.8200,0.5900,Leakage
1.1,7:40,1026,563.0400,473.79,4.0300,1.6600,2.3700,Leakage
