DEMAND,Time (HH:MM),Pressure before leakage,Pressure at leakage,Pressure after leakage,Flow before leakage,Flow after leakage,DEMAND AT LEAKAGE,Label
1.2,45:40:00,1020.23,308.1000,226.93,5.0800,1.5700,3.5100,Leakage
1.2,45:40:00,1018.5000,120.2700,56.9100,5.7600,1.3800,4.3900,Theft
1.2,45:40:00,1018.2200,83.6800,25.54,5.8900,1.3100,4.57,Theft
1.2,45:50:00,1044.1100,924.4400,804.7600,1.9400,1.9400,0.0000,No leakage
1.2,45:50:00,1039.2500,885.7500,768.1700,2.2200,1.9200,0.3,Leakage
1.2,45:50:00,1035.6500,846.4700,731.04,2.4900,1.9000,0.5800,Leakage
1.2,45:50:00,1023.83,549.0100,451.06,4.0900,1.7400,2.3400,Leakage
1.2,45:50:00,1020.23,308.1000,226.93,5.0800,1.5700,3.5100,Leakage
1.2,45:50:00,1018.4900,120.2700,56.9100,5.7600,1.3800,4.3900,Theft
1.2,45:50:00,1018.2100,83.6800,25.54,5.8900,1.3100,4.57,Theft
1.3,46:00:00,1042.3800,912.3700,782.3500,2.0300,2.0300,0.0000,No leakage
1.3,46:00:00,1037.9400,873.2200,745.4300,2.3100,2.0100,0.3,Leakage
1.3,46:00:00,1034.6200,833.5100,708.01,2.5700,1.9900,0.5800,Leakage
1.3,46:00:00,1023.53,536.1500,429.1,4.1400,1.8300,2.3200,Leakage
1.3,46:00:00,1020.08,299.2300,209.81,5.1200,1.6600,3.4600,Leakage
1.3,46:00:00,1018.4200,116.5500,46.1200,5.7800,1.4600,4.3200,Theft
1.3,46:00:00,1018.1500,81.2100,16.68,5.9000,1.3900,4.51,Theft
1.3,46:10:00,1042.3700,912.3600,782.3500,2.0300,2.0300,0.0000,No leakage
1.3,46:10:00,1037.9400,873.2100,745.4200,2.3100,2.0100,0.3,Leakage
1.3,46:10:00,1034.6100,833.5100,708.01,2.5700,1.9900,0.5800,Leakage
1.3,46:10:00,1023.52,536.1400,429.1,4.1400,1.8300,2.3200,Leakage
1.3,46:10:00,1020.08,299.2200,209.8,5.1200,1.6600,3.4600,Leakage
1.3,46:10:00,1018.4100,116.5500,46.1200,5.7800,1.4600,4.3200,Theft
1.3,46:10:00,1018.1400,81.2100,16.68,5.9000,1.3900,4.51,Theft
1.3,46:20:00,1042.3600,912.3500,782.3400,2.0300,2.0300,0.0000,No leakage
1.3,46:20:00,1037.9300,873.2000,745.4100,2.3100,2.0100,0.3,Leakage
1.3,46:20:00,1034.6100,833.5000,708,2.5700,1.9900,0.5800,Leakage
1.3,46:20:00,1023.52,536.1400,429.09,4.1400,1.8300,2.3200,Leakage
1.3,46:20:00,1020.07,299.2200,209.8,5.1200,1.6600,3.4600,Leakage
1.3,46:20:00,1018.4000,116.5500,46.1200,5.7800,1.4600,4.3200,Theft
1.3,46:20:00,1018.1300,81.2100,16.68,5.9000,1.3900,4.51,Theft
0.8,46:30:00,1053.0000,971.0600,889.1200,1.5800,1.5800,0.0000,No leakage
0.8,46:30:00,1045.6900,933.9300,853.6200,1.8700,1.5600,0.31,Leakage
0.8,46:30:00,1040.5400,896.3800,817.73,2.1500,1.5500,0.6000,Leakage
0.8,46:30:00,1025.1,600.5700,535.68,3.8500,1.3900,2.4500,Leakage
0.8,46:30:00,1020.77,344.8000,293.42,4.9400,1.2300,3.7100,Leakage
0.8,46:30:00,1018.7400,136.3100,98.7400,5.7100,1.0400,4.6700,Theft
0.8,46:30:00,1018.4200,94.7800,60.81,5.8500,0.9800,4.87,Theft
0.8,46:40:00,1053.0000,971.0500,889.1100,1.5800,1.5800,0.0000,No leakage
0.8,46:40:00,1045.6800,933.9300,853.6100,1.8700,1.5600,0.31,Leakage
0.8,46:40:00,1040.5300,896.3800,817.72,2.1500,1.5500,0.6000,Leakage
0.8,46:40:00,1025.1,600.5700,535.68,3.8500,1.3900,2.4500,Leakage
0.8,46:40:00,1020.76,344.8000,293.42,4.9400,1.2300,3.7100,Leakage
0.8,46:40:00,1018.7300,136.3100,98.7400,5.7100,1.0400,4.6700,Theft
0.8,46:40:00,1018.4100,94.7800,60.81,5.8500,0.9800,4.87,Theft
0.8,46:50:00,1052.9900,971.0500,889.1100,1.5800,1.5800,0.0000,No leakage
0.8,46:50:00,1045.6700,933.9200,853.6000,1.8700,1.5600,0.31,Leakage
0.8,46:50:00,1040.5300,896.3700,817.71,2.1500,1.5500,0.6000,Leakage
0.8,46:50:00,1025.09,600.5600,535.67,3.8500,1.3900,2.4500,Leakage
0.8,46:50:00,1020.76,344.8000,293.41,4.9400,1.2300,3.7100,Leakage
0.8,46:50:00,1018.7200,136.3100,98.7400,5.7100,1.0400,4.6700,Theft
0.8,46:50:00,1018.4000,94.7800,60.81,5.8500,0.9800,4.87,Theft
0.7,47:00:00,1055.9000,982.4400,908.9800,1.4900,1.4900,0.0000,No leakage
0.7,47:00:00,1047.7000,945.5400,873.6000,1.7800,1.4700,0.31,Leakage
0.7,47:00:00,1042.0200,908.3800,838,2.0600,1.4600,0.6000,Leakage
0.7,47:00:00,1025.44,613.4600,555.95,3.7800,1.3100,2.4800,Leakage
0.7,47:00:00,1020.91,354.2600,309.44,4.9100,1.1400,3.7600,Leakage
0.7,47:00:00,1018.7900,140.5800,108.6600,5.6900,0.9500,4.7400,Theft
0.7,47:00:00,1018.4600,97.7800,69.16,5.8400,0.9000,4.94,Theft
0.7,47:10:00,1055.9000,982.4400,908.9700,1.4900,1.4900,0.0000,No leakage
0.7,47:10:00,1047.6900,945.5300,873.5900,1.7800,1.4700,0.31,Leakage
0.7,47:10:00,1042.0100,908.3800,837.99,2.0600,1.4600,0.6000,Leakage
0.7,47:10:00,1025.43,613.4600,555.94,3.7800,1.3100,2.4800,Leakage
0.7,47:10:00,1020.9,354.2500,309.43,4.9100,1.1400,3.7600,Leakage
0.7,47:10:00,1018.7900,140.5800,108.6500,5.6900,0.9500,4.7400,Theft
0.7,47:10:00,1018.4500,97.7800,69.16,5.8400,0.9000,4.94,Theft
0.7,47:20:00,1055.8900,982.4300,908.9700,1.4900,1.4900,0.0000,No leakage
0.7,47:20:00,1047.6900,945.5200,873.5900,1.7800,1.4700,0.31,Leakage
0.7,47:20:00,1042.0100,908.3700,837.98,2.0600,1.4600,0.6000,Leakage
0.7,47:20:00,1025.43,613.4500,555.94,3.7800,1.3100,2.4800,Leakage
0.7,47:20:00,1020.89,354.2500,309.43,4.9100,1.1400,3.7600,Leakage
0.7,47:20:00,1018.7800,140.5800,108.6500,5.6900,0.9500,4.7400,Theft
0.7,47:20:00,1018.4500,97.7800,69.16,5.8400,0.9000,4.94,Theft
0.6,47:30:00,1059.1900,993.8100,928.4200,1.4000,1.4000,0.0000,No leakage
0.6,47:30:00,1049.9300,957.0000,893.0500,1.6900,1.3800,0.31,Leakage
0.6,47:30:00,1043.6400,920.2100,857.7,1.9700,1.3700,0.6100,Leakage
0.6,47:30:00,1025.8,626.34,575.82,3.7200,1.2200,2.5,Leakage
0.6,47:30:00,1021.05,363.81,325.18,4.8700,1.0500,3.8100,Leakage
0.6,47:30:00,1018.8500,144.9500,118.2900,5.6800,0.8600,4.8200,Theft
0.6,47:30:00,1018.5100,100.8700,77.23,5.8300,0.8100,5.02,Theft
0.6,47:40:00,1059.1800,993.8000,928.4100,1.4000,1.4000,0.0000,No leakage
0.6,47:40:00,1049.9200,957.0000,893.0400,1.6900,1.3800,0.31,Leakage
0.6,47:40:00,1043.6300,920.2,857.69,1.9700,1.3700,0.61,Leakage
0.6,47:40:00,1025.79,626.33,575.81,3.7200,1.2200,2.5,Leakage
0.6,47:40:00,1021.04,363.81,325.17,4.8700,1.0500,3.8100,Leakage
0.6,47:40:00,1018.8400,144.9500,118.2900,5.6800,0.8600,4.8200,Theft
0.6,47:40:00,1018.5000,100.87,77.23,5.8300,0.8100,5.02,Theft
0.6,47:50:00,1059.1700,993.7900,928.4100,1.4000,1.4000,0.0000,No leakage
0.6,47:50:00,1049.9200,956.9900,893.0400,1.6900,1.3800,0.31,Leakage
0.6,47:50:00,1043.6200,920.2,857.68,1.9700,1.3700,0.61,Leakage
0.6,47:50:00,1025.78,626.33,575.81,3.7200,1.2200,2.5,Leakage
0.6,47:50:00,1021.03,363.81,325.17,4.8700,1.0500,3.8100,Leakage
0.6,47:50:00,1018.8400,144.9500,118.2900,5.6800,0.8600,4.8200,Theft
0.6,47:50:00,1018.4900,100.87,77.23,5.8300,0.8100,5.02,Theft
0.3,48:00:00,1072.3400,1028.6600,,1.1300,1.1300,0.0000,No leakage
0.3,48:00:00,1058.4100,990.9300,948.4400,1.4200,1.1100,0.31,Leakage
0.3,48:00:00,1049.5800,954.79,913.45,1.7100,1.0900,0.62,Leakage
0.3,48:00:00,1027.02,664.85,632.93,3.5300,0.9500,2.58,Leakage
0.3,48:00:00,1021.55,393.08,370.58,4.7500,0.7900,3.9700,Leakage
0.3,48:00:00,1019.0900,158.6100,145.2700,5.6300,0.5900,5.0400,Theft
0.3,48:00:00,1018.7000,110.6,99.44,5.8000,0.5400,5.26,Theft
